ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000300.SH,20231108,3611.0723,3610.6434,3627.0479,3591.8248,3619.7593,-8.687,-0.24,110594230.0,192594372.353
000300.SH,20231107,3619.7593,3623.7849,3628.4615,3606.2975,3632.6084,-12.8491,-0.3537,110288591.0,190433605.311
000300.SH,20231106,3632.6084,3608.3187,3635.7897,3600.6304,3584.1364,48.472,1.3524,152982463.0,254465948.11
000300.SH,20231103,3584.1364,3558.5303,3596.101,3558.5303,3554.1889,29.9475,0.8426,97542101.0,165865989.2
000300.SH,20231102,3554.1889,3580.0672,3597.1699,3553.7406,3571.0268,-16.8379,-0.4715,90359643.0,149465055.434
000300.SH,20231101,3571.0268,3605.7576,3606.4126,3564.6421,3572.5056,-1.4788,-0.0414,97645538.0,182943566.435
000300.SH,20231031,3572.5056,3581.6759,3581.6759,3554.5822,3583.7718,-11.2662,-0.3144,112587267.0,196317658.324
000300.SH,20231030,3583.7718,3554.1055,3592.7188,3554.0238,3562.3851,21.3867,0.6003,144010426.0,242973328.094
000300.SH,20231027,3562.3851,3501.171,3576.5861,3494.5488,3514.1448,48.2403,1.3727,120225108.0,224301960.437
000300.SH,20231026,3514.1448,3484.7807,3515.5716,3478.0503,3504.4576,9.6872,0.2764,105143566.0,176088467.226
000300.SH,20231025,3504.4576,3524.2965,3531.8314,3500.9154,3487.1302,17.3274,0.4969,128009617.0,203691741.119
000300.SH,20231024,3487.1302,3481.7644,3495.0039,3453.1016,3474.2438,12.8864,0.3709,115547289.0,186529203.442
000300.SH,20231023,3474.2438,3500.199,3505.3468,3450.6456,3510.5889,-36.3451,-1.0353,96561652.0,152054894.179
000300.SH,20231020,3510.5889,3518.3464,3535.6623,3501.725,3533.5445,-22.9556,-0.6496,98518605.0,169591289.145
000300.SH,20231019,3533.5445,3588.5154,3588.5154,3532.3059,3610.5767,-77.0322,-2.1335,111737520.0,189194781.844
000300.SH,20231018,3610.5767,3631.0671,3632.0579,3608.9768,3639.4018,-28.8251,-0.792,94545879.0,158982356.667
000300.SH,20231017,3639.4018,3635.2994,3645.5654,3619.1277,3626.5972,12.8046,0.3531,90745188.0,147056233.347
000300.SH,20231016,3626.5972,3664.039,3664.039,3615.7686,3663.4104,-36.8132,-1.0049,91853118.0,159537973.598
000300.SH,20231013,3663.4104,3677.9585,3678.1913,3652.3094,3702.3824,-38.972,-1.0526,98287987.0,170152309.003
000300.SH,20231012,3702.3824,3697.9337,3711.4985,3682.8418,3667.5483,34.8341,0.9498,114363225.0,194598219.817
000300.SH,20231011,3667.5483,3674.7514,3689.5347,3658.355,3657.1259,10.4224,0.285,102091587.0,187667554.127
000300.SH,20231010,3657.1259,3696.2542,3701.2562,3655.589,3684.7272,-27.6013,-0.7491,99163730.0,161938958.925
000300.SH,20231009,3684.7272,3678.929,3694.1713,3641.9966,3689.5172,-4.79,-0.1298,102148058.0,178072374.748
000300.SH,20230928,3689.5172,3711.2117,3716.0569,3685.3001,3700.495,-10.9778,-0.2967,85221719.0,153500421.344
000300.SH,20230927,3700.495,3694.9607,3731.1405,3694.3938,3692.8928,7.6022,0.2059,91629210.0,164790435.266
000300.SH,20230926,3692.8928,3711.7106,3723.8481,3692.6172,3714.6037,-21.7109,-0.5845,78044525.0,137808437.775
000300.SH,20230925,3714.6037,3738.0622,3738.0622,3711.2049,3738.9327,-24.329,-0.6507,92596479.0,155793827.362
000300.SH,20230922,3738.9327,3672.6402,3740.4183,3664.7661,3672.4448,66.4879,1.8105,110231166.0,192236467.363
000300.SH,20230921,3672.4448,3698.313,3708.4557,3672.4448,3705.6898,-33.245,-0.8971,83031005.0,135011796.555
000300.SH,20230920,3705.6898,3715.9578,3718.5207,3705.1274,3720.5021,-14.8123,-0.3981,75448209.0,117691805.957
000300.SH,20230919,3720.5021,3723.4244,3724.0717,3702.6934,3727.711,-7.2089,-0.1934,83199038.0,135216895.229
000300.SH,20230918,3727.711,3698.9344,3737.5306,3691.1107,3708.7766,18.9344,0.5105,86727741.0,156966973.911
000300.SH,20230915,3708.7766,3740.7853,3749.0247,3699.3806,3733.5077,-24.7311,-0.6624,109395689.0,180398970.938
000300.SH,20230914,3733.5077,3736.9355,3748.8177,3717.3107,3736.6513,-3.1436,-0.0841,100386075.0,151578100.464
000300.SH,20230913,3736.6513,3759.6091,3768.8162,3719.1114,3760.6048,-23.9535,-0.637,81576901.0,138238089.913
000300.SH,20230912,3760.6048,3764.3331,3775.093,3755.4162,3767.537,-6.9322,-0.184,79385378.0,140117510.233
000300.SH,20230911,3767.537,3740.5846,3788.3219,3734.7228,3739.9927,27.5443,0.7365,105358016.0,186871759.441
000300.SH,20230908,3739.9927,3747.6509,3753.263,3724.987,3758.4748,-18.4821,-0.4917,71638166.0,129197657.303
000300.SH,20230907,3758.4748,3802.2272,3802.2272,3756.853,3812.0283,-53.5535,-1.4049,95103903.0,164405748.828
000300.SH,20230906,3812.0283,3808.1,3817.5239,3790.8949,3820.3174,-8.2891,-0.217,93442393.0,166081524.007
000300.SH,20230905,3820.3174,3839.5779,3839.5779,3814.3338,3848.9517,-28.6343,-0.744,104052333.0,181377877.955
000300.SH,20230904,3848.9517,3812.9873,3854.2605,3804.5886,3791.4912,57.4605,1.5155,142385201.0,237934727.924
000300.SH,20230901,3791.4912,3778.9129,3808.5306,3778.9129,3765.2678,26.2234,0.6965,105319045.0,172219141.586
000300.SH,20230831,3765.2678,3786.9261,3793.9972,3762.0046,3788.5097,-23.2419,-0.6135,118961646.0,193577001.342
000300.SH,20230830,3788.5097,3803.1191,3813.7032,3780.2411,3790.1067,-1.597,-0.0421,129671661.0,226727480.839
000300.SH,20230829,3790.1067,3743.0534,3810.3772,3742.0758,3752.6194,37.4873,0.999,152486146.0,262134936.751
000300.SH,20230828,3752.6194,3911.5485,3911.5485,3740.5279,3709.1517,43.4677,1.1719,197990379.0,335047670.967
000300.SH,20230825,3709.1517,3703.5136,3734.2185,3695.8442,3723.4293,-14.2776,-0.3835,105182610.0,175601437.173
000300.SH,20230824,3723.4293,3711.5403,3748.8567,3701.5717,3696.6339,26.7954,0.7249,119614521.0,196257391.084
000300.SH,20230823,3696.6339,3751.7736,3756.1659,3695.0309,3758.2271,-61.5932,-1.6389,97081638.0,160476231.587
000300.SH,20230822,3758.2271,3748.0675,3770.0556,3704.6785,3729.555,28.6721,0.7688,120318327.0,203463879.672
000300.SH,20230821,3729.555,3773.225,3782.1112,3729.555,3784.0038,-54.4488,-1.4389,98708369.0,173379942.907
000300.SH,20230818,3784.0038,3832.4554,3844.195,3784.0038,3831.1008,-47.097,-1.2293,95549638.0,168445686.988
000300.SH,20230817,3831.1008,3801.1969,3836.1507,3782.4967,3818.3338,12.767,0.3344,98415493.0,174093848.243
000300.SH,20230816,3818.3338,3830.8274,3852.4198,3817.6324,3846.5357,-28.2019,-0.7332,94616946.0,169323869.028
000300.SH,20230815,3846.5357,3858.3662,3865.284,3811.6839,3855.9061,-9.3704,-0.243,103097111.0,177437071.693
000300.SH,20230814,3855.9061,3840.8872,3859.4718,3814.0711,3884.2538,-28.3477,-0.7298,115966336.0,197623765.246
000300.SH,20230811,3884.2538,3977.9834,3977.9834,3884.2538,3975.7166,-91.4628,-2.3005,126082931.0,203546314.647
000300.SH,20230810,3975.7166,3962.8569,3976.4637,3945.3869,3967.5652,8.1514,0.2055,97176849.0,175646730.198
000300.SH,20230809,3967.5652,3967.3566,3982.1091,3961.8434,3979.7322,-12.167,-0.3057,94640269.0,174394242.765
000300.SH,20230808,3979.7322,3980.0423,4002.2904,3963.4632,3990.1531,-10.4209,-0.2612,109871699.0,202611335.314
000300.SH,20230807,3990.1531,4002.9677,4002.9677,3977.0173,4020.5792,-30.4261,-0.7568,121310662.0,227090572.751
000300.SH,20230804,4020.5792,4033.7239,4058.2431,4011.6202,4004.9839,15.5953,0.3894,178267189.0,316529733.838
000300.SH,20230803,4004.9839,3962.1296,4004.9996,3962.1296,3969.895,35.0889,0.8839,129006640.0,224809824.82
000300.SH,20230802,3969.895,3985.6951,4008.3343,3958.5127,3998.001,-28.106,-0.703,125855690.0,204875690.924
000300.SH,20230801,3998.001,4009.1831,4031.7008,3983.0273,4014.6301,-16.6291,-0.4142,142286859.0,255620773.6
000300.SH,20230731,4014.6301,4018.8895,4064.3621,4002.0784,3992.7376,21.8925,0.5483,199606830.0,366544120.0
000300.SH,20230728,3992.7376,3889.7929,4000.919,3886.5535,3902.3458,90.3918,2.3163,179735481.0,310092467.4
000300.SH,20230727,3902.3458,3914.2298,3935.3578,3894.6923,3907.0128,-4.667,-0.1195,110667109.0,196845425.513
000300.SH,20230726,3907.0128,3908.174,3912.9834,3893.3987,3915.1153,-8.1025,-0.207,107881717.0,192912604.8
000300.SH,20230725,3915.1153,3866.6445,3915.8148,3866.6445,3805.221,109.8943,2.888,163066320.0,299853562.168
000300.SH,20230724,3805.221,3803.3492,3828.7853,3798.8048,3821.91,-16.689,-0.4367,75483545.0,151448369.566
000300.SH,20230721,3821.91,3816.9835,3849.5109,3808.803,3823.6946,-1.7846,-0.0467,79507563.0,157144211.209
000300.SH,20230720,3823.6946,3857.7725,3875.6241,3818.7134,3850.8663,-27.1717,-0.7056,92042076.0,174320872.14
000300.SH,20230719,3850.8663,3848.4826,3860.0092,3830.4073,3854.9393,-4.073,-0.1057,79585700.0,151311481.03
000300.SH,20230718,3854.9393,3871.0444,3871.0444,3844.5129,3867.1749,-12.2356,-0.3164,91438615.0,167104315.117
000300.SH,20230717,3867.1749,3881.6225,3881.6225,3852.2626,3899.1027,-31.9278,-0.8188,98340144.0,174623552.807
000300.SH,20230714,3899.1027,3904.6033,3908.4871,3893.7862,3898.4229,0.6798,0.0174,122364846.0,220230466.523
000300.SH,20230713,3898.4229,3855.662,3901.1023,3855.662,3843.4369,54.986,1.4306,120300232.0,235278706.835
000300.SH,20230712,3843.4369,3864.6013,3874.0403,3838.5632,3869.4861,-26.0492,-0.6732,111522024.0,214046519.056
000300.SH,20230711,3869.4861,3853.7955,3870.6549,3844.5244,3844.3269,25.1592,0.6545,86510716.0,177585694.368
000300.SH,20230710,3844.3269,3841.5591,3865.4566,3831.92,3825.6988,18.6281,0.4869,92033441.0,185360813.111
000300.SH,20230707,3825.6988,3831.5955,3844.8438,3819.0772,3842.7547,-17.0559,-0.4438,100906920.0,173918560.673
000300.SH,20230706,3842.7547,3857.0304,3876.8901,3836.4573,3868.8054,-26.0507,-0.6734,100121842.0,184742420.862
000300.SH,20230705,3868.8054,3895.1945,3899.5188,3864.1301,3899.0133,-30.2079,-0.7748,97636384.0,188400265.051
000300.SH,20230704,3899.0133,3888.0328,3899.9755,3878.3978,3892.8821,6.1312,0.1575,109494527.0,216335611.422
000300.SH,20230703,3892.8821,3853.2919,3897.3273,3853.2919,3842.4516,50.4305,1.3125,133158051.0,256876520.212
000300.SH,20230630,3842.4516,3816.3345,3860.0311,3813.552,3821.8435,20.6081,0.5392,101268429.0,208146272.909
000300.SH,20230629,3821.8435,3836.7305,3840.7132,3817.3759,3840.7986,-18.9551,-0.4935,98289274.0,204110031.408
000300.SH,20230628,3840.7986,3836.6086,3846.8516,3808.1607,3845.4334,-4.6348,-0.1205,107021541.0,206187959.877
000300.SH,20230627,3845.4334,3811.6872,3851.8957,3806.3242,3809.6962,35.7372,0.9381,116992681.0,210097713.688
000300.SH,20230626,3809.6962,3833.4436,3841.2862,3801.0537,3864.0323,-54.3361,-1.4062,133990419.0,247713845.78
000300.SH,20230621,3864.0323,3909.1044,3920.1276,3864.0323,3924.2377,-60.2054,-1.5342,118346575.0,243630705.592
000300.SH,20230620,3924.2377,3926.094,3937.4945,3918.473,3930.9079,-6.6702,-0.1697,122520318.0,266274081.287
000300.SH,20230619,3930.9079,3957.0327,3957.0327,3922.4742,3963.3509,-32.443,-0.8186,134905848.0,268213068.58
000300.SH,20230616,3963.3509,3932.2114,3968.0128,3928.5419,3925.4994,37.8515,0.9642,139760076.0,280374762.838
000300.SH,20230615,3925.4994,3871.7746,3925.4994,3871.7746,3864.0247,61.4747,1.5909,128369938.0,282635910.894
000300.SH,20230614,3864.0247,3872.7155,3891.6656,3862.0609,3864.9074,-0.8827,-0.0228,124955759.0,243932581.184
000300.SH,20230613,3864.9074,3838.1287,3867.3034,3833.4598,3844.4324,20.475,0.5326,110924946.0,225435215.315
000300.SH,20230612,3844.4324,3827.3253,3859.7156,3813.8577,3836.7026,7.7298,0.2015,126758543.0,240791270.474
000300.SH,20230609,3836.7026,3822.4088,3836.7026,3811.2189,3820.1867,16.5159,0.4323,134319863.0,247296087.071
000300.SH,20230608,3820.1867,3791.0826,3834.3888,3777.7752,3789.3418,30.8449,0.814,118700934.0,199119300.65
000300.SH,20230607,3789.3418,3815.4823,3823.1124,3780.1021,3808.1629,-18.8211,-0.4942,98862432.0,189879792.18
000300.SH,20230606,3808.1629,3840.4587,3867.8452,3802.8449,3844.2492,-36.0863,-0.9387,125781258.0,222091722.592
000300.SH,20230605,3844.2492,3860.5557,3860.5557,3832.4578,3861.8337,-17.5845,-0.4553,116163989.0,211144360.144
000300.SH,20230602,3861.8337,3821.6198,3865.2843,3821.6198,3806.8679,54.9658,1.4439,125015110.0,232696547.131
000300.SH,20230601,3806.8679,3788.5902,3832.2051,3786.7344,3798.5434,8.3245,0.2191,134561881.0,241829546.409
000300.SH,20230531,3798.5434,3827.1634,3827.1634,3781.4034,3837.7531,-39.2097,-1.0217,126387368.0,235606123.948
000300.SH,20230530,3837.7531,3827.7924,3844.0052,3789.2736,3833.9416,3.8115,0.0994,137619629.0,244566265.535
000300.SH,20230529,3833.9416,3862.0838,3866.7238,3819.1822,3850.9511,-17.0095,-0.4417,131859967.0,230095604.813
000300.SH,20230526,3850.9511,3848.4174,3859.6291,3815.5701,3850.4996,0.4515,0.0117,100326439.0,191537814.873
000300.SH,20230525,3850.4996,3851.4053,3861.3815,3817.8365,3859.0935,-8.5939,-0.2227,124150770.0,213313620.055
000300.SH,20230524,3859.0935,3903.7818,3903.7818,3859.0935,3913.1882,-54.0947,-1.3824,137258265.0,211768410.52
000300.SH,20230523,3913.1882,3968.2346,3971.939,3913.1882,3969.3277,-56.1395,-1.4143,118685077.0,189955815.34
000300.SH,20230522,3969.3277,3941.0015,3985.4031,3935.8015,3944.5403,24.7874,0.6284,109116605.0,202185550.246
000300.SH,20230519,3944.5403,3946.2215,3967.2816,3928.316,3956.0701,-11.5298,-0.2914,120212479.0,207094944.781
000300.SH,20230518,3956.0701,3965.5162,3982.7178,3939.5526,3960.165,-4.0949,-0.1034,136533947.0,229134184.413
000300.SH,20230517,3960.165,3971.7017,3982.6044,3945.7137,3978.2054,-18.0404,-0.4535,118448185.0,205195685.976
000300.SH,20230516,3978.2054,4002.5237,4005.015,3966.9921,3998.8872,-20.6818,-0.5172,136833271.0,234840652.671
000300.SH,20230515,3998.8872,3938.83,3998.8872,3923.0317,3937.7622,61.125,1.5523,176257362.0,279531163.508
000300.SH,20230512,3937.7622,3987.769,3999.3831,3937.5274,3990.6637,-52.9015,-1.3256,144421728.0,228992923.388
000300.SH,20230511,3990.6637,4005.7823,4018.0579,3988.4816,3996.8695,-6.2058,-0.1553,144804619.0,241052071.432
000300.SH,20230510,3996.8695,4017.9358,4019.0587,3984.6287,4027.8754,-31.0059,-0.7698,207552709.0,309484851.741
000300.SH,20230509,4027.8754,4065.439,4092.8501,4026.3886,4062.6624,-34.787,-0.8563,279306048.0,396422120.421
000300.SH,20230508,4062.6624,4028.1056,4070.7724,4018.9608,4016.8774,45.785,1.1398,255583085.0,359539954.17
000300.SH,20230505,4016.8774,4031.0946,4047.6015,3998.392,4030.2471,-13.3697,-0.3317,206626924.0,307694489.937
000300.SH,20230504,4030.2471,4013.4713,4035.7832,4001.1259,4029.0858,1.1613,0.0288,227582846.0,345492506.049
000300.SH,20230428,4029.0858,3993.2561,4030.4469,3993.2561,3988.4185,40.6673,1.0196,179508488.0,328936294.025
000300.SH,20230427,3988.4185,3948.0313,3999.1302,3942.8152,3959.2323,29.1862,0.7372,153828195.0,304804002.557
000300.SH,20230426,3959.2323,3950.2553,3975.6562,3934.6625,3962.6658,-3.4335,-0.0866,162702006.0,322062811.334
000300.SH,20230425,3962.6658,3985.1055,3991.6868,3925.436,3982.6429,-19.9771,-0.5016,172555409.0,331110619.768
000300.SH,20230424,3982.6429,4031.303,4033.6367,3967.907,4032.5672,-49.9243,-1.238,170099217.0,328375614.674
000300.SH,20230421,4032.5672,4114.2642,4114.2642,4031.9123,4113.0192,-80.452,-1.956,180802435.0,347852011.603
000300.SH,20230420,4113.0192,4122.9461,4125.8231,4094.0022,4124.5589,-11.5397,-0.2798,162706677.0,332172409.512
000300.SH,20230419,4124.5589,4159.3938,4159.3938,4118.6261,4162.032,-37.4731,-0.9004,162554592.0,312219504.523
000300.SH,20230418,4162.032,4139.3088,4169.6678,4138.4618,4149.3836,12.6484,0.3048,170184130.0,331545662.316
000300.SH,20230417,4149.3836,4090.0719,4149.3836,4089.509,4091.9988,57.3848,1.4024,188773095.0,341831272.793
000300.SH,20230414,4091.9988,4078.9703,4098.2151,4075.2049,4068.9786,23.0202,0.5657,150695682.0,306201501.439
000300.SH,20230413,4068.9786,4081.3871,4088.8809,4059.5744,4097.2876,-28.309,-0.6909,156444295.0,300291020.753
000300.SH,20230412,4097.2876,4102.3968,4108.2451,4090.2784,4100.1479,-2.8603,-0.0698,165965278.0,325425226.403
000300.SH,20230411,4100.1479,4108.5062,4116.1247,4083.4946,4104.8118,-4.6639,-0.1136,153901333.0,324192951.999
000300.SH,20230410,4104.8118,4132.0096,4132.2952,4099.0519,4123.2799,-18.4681,-0.4479,152453002.0,340822557.208
000300.SH,20230407,4123.2799,4096.9009,4131.3126,4092.1848,4096.64,26.6399,0.6503,128676738.0,286567771.883
000300.SH,20230406,4096.64,4084.132,4098.8332,4078.4048,4103.1052,-6.4652,-0.1576,150703374.0,328981851.588
000300.SH,20230404,4103.1052,4089.2932,4103.1583,4080.0682,4090.5676,12.5376,0.3065,197146631.0,394443175.146
000300.SH,20230403,4090.5676,4059.6227,4094.9376,4059.0607,4050.9257,39.6419,0.9786,182124313.0,382895558.426
000300.SH,20230331,4050.9257,4045.4538,4063.5675,4039.9587,4038.5257,12.4,0.307,138842546.0,279863685.781
000300.SH,20230330,4038.5257,4009.5573,4040.5023,3983.8958,4006.144,32.3817,0.8083,149901037.0,280004715.991
000300.SH,20230329,4006.144,4013.5926,4017.7572,3992.6662,3999.5147,6.6293,0.1658,133743510.0,263866922.733
000300.SH,20230328,3999.5147,4015.6973,4023.7834,3994.5999,4012.4771,-12.9624,-0.3231,131895117.0,248736920.972
000300.SH,20230327,4012.4771,4023.3028,4023.3028,3987.0297,4027.0457,-14.5686,-0.3618,168482279.0,315474696.948
000300.SH,20230324,4027.0457,4035.1564,4037.8417,4017.0028,4039.0895,-12.0438,-0.2982,159442330.0,295785588.943
000300.SH,20230323,4039.0895,3985.9928,4039.0895,3983.9986,3999.4427,39.6468,0.9913,158887421.0,296479529.467
000300.SH,20230322,3999.4427,3993.7849,4016.4495,3986.7093,3982.3782,17.0645,0.4285,149228970.0,265180992.104
000300.SH,20230321,3982.3782,3948.1573,3982.7047,3948.1573,3939.077,43.3012,1.0993,145090679.0,251631985.017
000300.SH,20230320,3939.077,3962.6625,3979.5485,3935.0161,3958.8194,-19.7424,-0.4987,205264970.0,319760032.638
000300.SH,20230317,3958.8194,3971.1585,4004.2153,3945.2501,3939.1505,19.6689,0.4993,177433818.0,305541015.556
000300.SH,20230316,3939.1505,3958.1962,3981.321,3936.4758,3986.902,-47.7515,-1.1977,152515644.0,246264286.428
000300.SH,20230315,3986.902,4011.8444,4018.7495,3986.902,3984.6956,2.2064,0.0554,142026007.0,232101093.979
000300.SH,20230314,3984.6956,3999.8803,4001.9415,3946.9405,4008.686,-23.9904,-0.5985,150544174.0,267224848.811
000300.SH,20230313,4008.686,3962.6426,4008.686,3962.6426,3967.1352,41.5508,1.0474,143561370.0,242865516.758
000300.SH,20230310,3967.1352,3991.7959,4004.3612,3966.428,4019.8505,-52.7153,-1.3114,123855409.0,218286956.131
000300.SH,20230309,4019.8505,4035.8433,4043.8493,4000.8901,4034.1077,-14.2572,-0.3534,116539629.0,201737990.687
000300.SH,20230308,4034.1077,4030.7387,4037.287,4011.5231,4048.8519,-14.7442,-0.3642,117936493.0,191659655.191
000300.SH,20230307,4048.8519,4103.6419,4124.9609,4046.5679,4109.0102,-60.1583,-1.4641,195912068.0,272491994.009
000300.SH,20230306,4109.0102,4131.1525,4132.8367,4088.4484,4130.5513,-21.5411,-0.5215,162971807.0,283079861.972
000300.SH,20230303,4130.5513,4126.0183,4135.2116,4100.3827,4117.7377,12.8136,0.3112,160331741.0,226914545.628
000300.SH,20230302,4117.7377,4119.9919,4137.2525,4113.8264,4126.9415,-9.2038,-0.223,148217637.0,235953764.97
000300.SH,20230301,4126.9415,4068.7331,4135.4812,4061.2167,4069.4587,57.4828,1.4125,156015794.0,255374791.016
000300.SH,20230228,4069.4587,4058.1298,4074.2639,4026.4476,4043.8444,25.6143,0.6334,110323591.0,198799712.379
000300.SH,20230227,4043.8444,4040.4571,4067.0296,4034.5237,4061.0457,-17.2013,-0.4236,93787630.0,187959491.145
000300.SH,20230224,4061.0457,4100.9897,4102.6094,4048.2374,4103.6463,-42.6006,-1.0381,100989425.0,191210465.053
000300.SH,20230223,4103.6463,4106.2136,4132.3896,4088.2073,4106.9506,-3.3043,-0.0805,103564906.0,197193582.43
000300.SH,20230222,4106.9506,4118.9669,4134.8759,4101.8596,4144.3536,-37.403,-0.9025,104290295.0,191586158.991
000300.SH,20230221,4144.3536,4130.0632,4151.7994,4116.2716,4133.4896,10.864,0.2628,145776173.0,249674201.048
000300.SH,20230220,4133.4896,4039.9623,4134.8623,4035.4762,4034.507,98.9826,2.4534,161794481.0,280122962.15
000300.SH,20230217,4034.507,4086.2237,4104.6398,4032.9285,4093.4876,-58.9806,-1.4408,116142589.0,225737746.955
000300.SH,20230216,4093.4876,4125.4087,4167.9003,4068.8591,4123.6893,-30.2017,-0.7324,159310585.0,281315625.589
000300.SH,20230215,4123.6893,4146.8547,4153.7159,4115.9671,4145.2902,-21.6009,-0.5211,121664508.0,219855528.966
000300.SH,20230214,4145.2902,4151.247,4152.0487,4125.2583,4143.574,1.7162,0.0414,102499890.0,204915435.75
000300.SH,20230213,4143.574,4098.8795,4146.45,4092.2729,4106.3097,37.2643,0.9075,128892577.0,251990181.554
000300.SH,20230210,4106.3097,4124.0986,4125.2893,4092.3472,4130.8565,-24.5468,-0.5942,96716733.0,195348320.573
000300.SH,20230209,4130.8565,4067.5631,4130.8565,4064.7489,4076.1411,54.7154,1.3423,102289961.0,211722604.859
000300.SH,20230208,4076.1411,4099.8573,4111.4745,4072.6474,4094.2335,-18.0924,-0.4419,84786099.0,170591751.817
000300.SH,20230207,4094.2335,4098.3117,4107.3438,4077.9623,4086.8779,7.3556,0.18,91360072.0,183537351.577
000300.SH,20230206,4086.8779,4103.8307,4105.9445,4065.2224,4141.6319,-54.754,-1.322,110192717.0,226345113.969
000300.SH,20230203,4141.6319,4162.0258,4162.0258,4103.1654,4181.1493,-39.5174,-0.9451,117041221.0,226914770.044
000300.SH,20230202,4181.1493,4207.4123,4207.4123,4170.5565,4195.9332,-14.7839,-0.3523,133823736.0,262497434.837
000300.SH,20230201,4195.9332,4170.1322,4195.9332,4137.7659,4156.8578,39.0754,0.94,141008954.0,265553944.709
000300.SH,20230131,4156.8578,4200.5813,4212.7347,4153.0484,4201.345,-44.4872,-1.0589,124550835.0,249365321.627
000300.SH,20230130,4201.345,4267.6248,4268.1522,4197.8596,4181.5267,19.8183,0.4739,164607064.0,330193322.092
000300.SH,20230120,4181.5267,4166.8444,4189.831,4161.6698,4156.0077,25.519,0.614,123553809.0,222342455.101
000300.SH,20230119,4156.0077,4125.5772,4156.0077,4105.9797,4130.3143,25.6934,0.6221,94608398.0,192699589.774
000300.SH,20230118,4130.3143,4140.1019,4151.4577,4125.7687,4137.2422,-6.9279,-0.1675,84200645.0,172126171.819
000300.SH,20230117,4137.2422,4138.8433,4148.5838,4118.157,4137.9643,-0.7221,-0.0175,95479040.0,204381576.523
000300.SH,20230116,4137.9643,4077.8793,4177.1035,4076.6394,4074.3772,63.5871,1.5607,151395455.0,319007749.371
000300.SH,20230113,4074.3772,4032.2906,4074.3772,4027.8864,4017.8692,56.508,1.4064,95871896.0,212173997.498
000300.SH,20230112,4017.8692,4021.7547,4030.2876,4003.5079,4010.0309,7.8383,0.1955,90552627.0,183686268.107
000300.SH,20230111,4010.0309,4019.8844,4043.3991,4008.0153,4017.4737,-7.4428,-0.1853,99997889.0,203000262.961
000300.SH,20230110,4017.4737,4014.7125,4030.4574,4002.2297,4013.1196,4.3541,0.1085,101751141.0,214871166.24
000300.SH,20230109,4013.1196,3998.5278,4023.0898,3990.7073,3980.8888,32.2308,0.8096,117054425.0,233212426.458
000300.SH,20230106,3980.8888,3969.5493,4000.4143,3966.4696,3968.5782,12.3106,0.3102,110953038.0,235744305.582
000300.SH,20230105,3968.5782,3913.4928,3974.875,3912.26,3892.9477,75.6305,1.9428,116502395.0,256312608.292
000300.SH,20230104,3892.9477,3886.2504,3905.9032,3873.6549,3887.8992,5.0485,0.1299,110660743.0,198997711.686
000300.SH,20230103,3887.8992,3864.8356,3893.9904,3831.245,3871.6338,16.2654,0.4201,115051875.0,207540165.953
000300.SH,20221230,3871.6338,3873.9358,3887.5527,3868.7569,3856.7007,14.9331,0.3872,78773272.0,148295049.382
000300.SH,20221229,3856.7007,3854.2363,3868.2933,3838.4803,3871.2644,-14.5637,-0.3762,79394815.0,149011372.437
000300.SH,20221228,3871.2644,3874.9132,3884.7205,3854.9406,3887.854,-16.5896,-0.4267,84424656.0,160671122.031
000300.SH,20221227,3887.854,3860.9054,3891.8497,3856.58,3843.4887,44.3653,1.1543,77515350.0,152032206.631
000300.SH,20221226,3843.4887,3830.5682,3856.8066,3827.5186,3828.2188,15.2699,0.3989,73005712.0,148692832.422
000300.SH,20221223,3828.2188,3811.6164,3848.3436,3805.9487,3836.028,-7.8092,-0.2036,65278148.0,130559415.566
000300.SH,20221222,3836.028,3859.2041,3882.1263,3821.3418,3830.5384,5.4896,0.1433,83705173.0,163970306.951
000300.SH,20221221,3830.5384,3839.0009,3853.7272,3821.4037,3829.0173,1.5211,0.0397,64839215.0,123450040.36
000300.SH,20221220,3829.0173,3881.2257,3881.2729,3811.4759,3893.2207,-64.2034,-1.6491,83096822.0,164046440.874
000300.SH,20221219,3893.2207,3952.7707,3966.5679,3878.4367,3954.227,-61.0063,-1.5428,106919075.0,180801387.702
000300.SH,20221216,3954.227,3931.2318,3960.4705,3929.4873,3951.9885,2.2385,0.0566,93178567.0,167488442.589
000300.SH,20221215,3951.9885,3954.672,3963.5002,3926.4997,3954.8857,-2.8972,-0.0733,88864725.0,181994889.123
000300.SH,20221214,3954.8857,3952.7885,3972.7381,3935.7668,3945.6813,9.2044,0.2333,98528006.0,196175108.617
000300.SH,20221213,3945.6813,3953.5482,3964.3957,3939.9795,3953.4433,-7.762,-0.1963,100994100.0,184020700.11
000300.SH,20221212,3953.4433,3976.1722,3983.4332,3950.3203,3998.2442,-44.8009,-1.1205,125935368.0,227606300.937
000300.SH,20221209,3998.2442,3961.9919,4003.3178,3944.4396,3959.1798,39.0644,0.9867,153774954.0,268166789.657
000300.SH,20221208,3959.1798,3953.199,3971.4927,3941.2966,3958.4409,0.7389,0.0187,115199986.0,198037690.481
000300.SH,20221207,3958.4409,3956.6722,3999.5864,3944.1831,3968.1979,-9.757,-0.2459,143001356.0,255490829.027
